,date,oi,prod_merc_long,prod_merc_short,swap_long,swap_short,swap_spread,m_money_long,m_money_short,m_money_spread,other_rept_long,other_rept_short,other_rept_spread,nonrept_long,nonrept_short,price_brent
0,2011-01-04,870690.0,306453,555727,182128,56589,113708,133347,11814,52565,12563,15355,33079,36847,31853,93.52
1,2011-01-11,923823.0,336994,593477,176039,49005,129431,141186,12787,55638,10265,14198,37800,36470,31487,96.8
2,2011-01-18,956157.0,359855,580864,157677,52976,147414,138224,17331,63444,12575,14818,45574,31394,33736,97.83
3,2011-01-25,964590.0,389145,564546,150305,47785,145120,126763,43819,63877,10628,14155,47555,31197,37733,96.76
4,2011-02-01,943627.0,360442,549275,142069,37986,150587,126640,34135,66671,14690,12881,45023,37505,47069,100.4
5,2011-02-08,908324.0,342472,542600,146806,40438,138680,118299,38715,61432,16782,11473,44985,38868,30001,99.25
6,2011-02-15,872385.0,312887,524914,153371,38255,136188,114968,28267,68264,15845,12411,32615,38247,31471,102.48
7,2011-02-22,871994.0,311659,526580,151221,38305,135628,116028,30722,65159,17235,11695,34161,40903,29744,106.82
8,2011-03-01,882247.0,308681,554193,162553,34987,123216,122341,24462,69079,17030,10042,32152,47195,34116,113.34
9,2011-03-08,843949.0,287800,514221,160771,38625,132315,110701,24029,60445,14180,9172,40497,37240,24645,112.32
10,2011-03-15,844342.0,294400,506483,166431,34447,133077,109431,36898,60631,10006,7619,35448,34918,29739,111.11
11,2011-03-22,859364.0,307161,544184,173270,40578,124820,124289,32804,50020,15718,9130,30969,33117,26859,115.63
12,2011-03-29,854876.0,288750,531717,175975,41464,124829,125751,27987,53845,14258,11115,35672,35796,28247,115.58
13,2011-04-05,922118.0,319669,563874,181860,48237,132702,130153,24522,65437,12474,13758,40887,38936,32701,122.87
14,2011-04-12,868450.0,293653,517572,177965,46217,121991,116544,24678,65925,14533,17537,39087,38752,35443,121.33
15,2011-04-19,846225.0,286897,481766,160959,51920,120915,115221,33732,69327,17722,16202,34470,40714,37893,121.35
16,2011-04-26,840097.0,277740,479147,162659,49534,126701,116278,30422,70226,14596,16216,33476,38421,34375,124.55
17,2011-05-03,830331.0,280373,477119,154172,49443,133812,113729,26332,61513,15793,13449,37863,33076,30800,124.01
18,2011-05-10,893729.0,329671,518208,165817,46922,132095,111214,39126,60679,13469,16162,47165,33619,33372,117.82
19,2011-05-17,868670.0,307424,501581,181577,40302,126465,93168,41565,65782,13009,14866,43924,37321,34185,109.39
20,2011-05-24,844663.0,288077,475772,176054,38412,125306,94491,46501,64650,13793,15836,45031,37261,33155,112.52
21,2011-05-31,874507.0,297640,494149,172999,41170,132504,106767,43179,70073,13658,16244,48300,32566,28888,117.18
22,2011-06-07,871465.0,284985,480582,174963,43197,125440,106126,42699,74443,17290,19982,47796,40422,37326,116.14
23,2011-06-14,860564.0,266240,452767,169716,50594,127067,111357,40936,83860,17490,26407,42957,41877,35976,120.35
24,2011-06-21,814890.0,271286,417335,167285,57736,118714,89058,49667,74408,10295,15697,44887,38957,36446,112.02
25,2011-06-28,776198.0,281637,425304,170116,62684,95211,87831,49301,64306,10915,11526,31540,34642,36326,107.57
26,2011-07-05,790163.0,282287,449361,168681,57665,98514,100233,37539,57921,8762,12757,35963,37802,40443,113.21
27,2011-07-12,800395.0,274659,455030,171441,62329,98953,108096,32098,58307,7747,15733,39453,41739,38492,117.36
28,2011-07-19,790601.0,267320,449214,159175,63605,98646,113782,27762,65636,7228,14865,36288,42526,34585,118.18
29,2011-07-26,809698.0,276452,461160,154049,64373,102656,122240,29072,66433,7120,13892,36895,43853,35217,118.14
30,2011-08-02,826483.0,277172,468441,155206,59888,102965,126312,34318,57299,8589,13691,42939,56001,46942,116.02
31,2011-08-09,791254.0,288243,425909,150495,53676,107877,94296,43839,61242,7293,15333,44781,37027,38597,103.63
32,2011-08-16,761371.0,265638,395238,153911,53582,110431,92146,47360,65562,7516,15788,42682,23485,30728,109.69
33,2011-08-23,765757.0,264387,373770,144855,61288,113348,94130,55484,62808,6252,16926,47256,32721,34877,110.35
34,2011-08-30,784910.0,279899,399403,138817,67494,110687,103852,43264,62498,6199,16816,49989,32969,34759,115.59
35,2011-09-06,856986.0,325655,441744,128870,72598,121566,115881,46354,61773,8033,19163,53293,41915,40495,113.29
36,2011-09-13,883863.0,363892,464031,117700,78424,135908,117980,51316,50810,10978,15477,51438,35157,36459,114.08
37,2011-09-20,853013.0,325771,425514,113785,78212,142720,121294,51317,54220,10740,16324,49093,35390,35613,114.39
38,2011-09-27,889700.0,367135,422644,111206,75068,155346,105098,61784,57621,8377,24371,51412,33505,41454,109.54
39,2011-10-04,894023.0,387525,401719,112218,92019,134746,96801,72025,75766,7571,30512,54044,25352,33192,101.84
40,2011-10-11,913294.0,384503,427392,122612,88213,139707,98527,62583,74517,5971,28207,52542,34915,40133,109.22
41,2011-10-18,945491.0,371652,429370,126326,104578,141893,114069,64365,91108,7268,25978,54749,38426,33450,112.08
42,2011-10-25,963954.0,380423,438785,128467,109972,138849,114813,70826,93081,8119,21628,55755,44447,35058,112.11
43,2011-11-01,948129.0,379437,450736,131544,104836,138128,113635,62423,80396,7764,18729,58030,39195,34851,106.97
44,2011-11-08,975810.0,362598,439345,127439,112660,143561,121733,60174,107272,10559,21162,51837,50811,39799,115.61
45,2011-11-15,948881.0,352620,394642,116421,137073,144817,123354,61240,108657,11437,22696,51476,40099,28280,111.9
46,2011-11-22,912569.0,349690,399148,119103,124665,136194,111670,56031,104605,6902,17375,49955,34450,24596,107.77
47,2011-11-29,914717.0,340983,397323,119954,129309,138302,117346,46603,106110,7694,18670,45418,38910,32982,111.25
48,2011-12-06,920893.0,349054,418679,122800,132510,125530,123151,37635,99413,6636,16027,53017,41292,38082,110.16
49,2011-12-13,902040.0,348748,426054,126498,125820,127574,124576,45644,82855,8060,15882,46886,36843,31325,109.25
50,2011-12-20,869471.0,329220,410029,135478,115795,123839,113315,47921,78859,8724,16976,46287,33749,29765,107.8
51,2012-01-03,912186.0,311217,436503,140101,116693,118241,138452,44137,99489,10429,14416,48681,45576,34026,111.12
52,2012-01-10,951045.0,325653,460415,143170,117254,119634,144863,54312,104924,15012,10127,52545,45244,31834,113.3
53,2012-01-17,952928.0,306573,447070,160284,119573,121333,142246,59169,102507,17240,12755,50741,52004,39780,110.55
54,2012-01-24,984053.0,313826,461777,164471,114277,130049,145227,62362,111189,16442,11187,51398,51451,41814,108.38
55,2012-01-31,1000765.0,330196,485854,166399,111904,134224,141629,57212,113760,15679,11447,53496,45382,32868,110.26
56,2012-02-07,1051880.0,380155,538759,160027,110200,140209,138071,49365,106156,17918,12951,61553,47791,32687,116.86
57,2012-02-14,1051943.0,372551,536694,161715,115444,151076,145160,48457,96918,22520,13322,54493,47510,35539,118.3
58,2012-02-21,1045430.0,356574,538084,158272,108802,144692,150892,43914,94747,24154,13397,60241,55858,41553,120.85
59,2012-02-28,1048164.0,353954,559444,161937,104373,144452,164648,42360,98570,22324,11042,54567,47712,33356,124.02
60,2012-03-06,1072169.0,372901,574116,154526,104540,155151,173319,45225,84021,23726,12028,59394,49131,37694,125.03
61,2012-03-13,1105234.0,372374,575879,154228,106524,169031,178105,45153,87719,22334,12174,65989,55454,42765,128.14
62,2012-03-20,1072435.0,342895,544497,145489,104300,178461,179217,47340,86764,23782,8134,66759,49068,36180,124.38
63,2012-03-27,1100677.0,343661,554986,143958,109671,187291,181018,42653,95282,31841,7944,71454,46172,31396,125.25
64,2012-04-10,1221764.0,390870,577962,159903,115569,204143,168090,58616,99404,36194,11258,82339,80821,72473,121.89
65,2012-04-17,1173628.0,381524,574563,167668,114823,188515,164223,56125,107847,34596,9448,86113,43142,36194,117.41
66,2012-04-24,1228342.0,422844,609620,162422,106278,195142,164091,61700,118505,31839,10398,89061,44438,37638,117.74
67,2012-05-01,1239919.0,428858,628454,158659,102702,195020,177355,62128,119516,31249,12730,89724,39538,29645,119.57
68,2012-05-08,1281051.0,462107,641858,166889,93438,200981,156565,64096,119825,23899,15877,103439,47346,41537,110.48
69,2012-05-15,1235108.0,434616,594666,166179,98894,204160,144971,61498,110449,19443,13868,111491,43799,40082,111.4
70,2012-05-22,1198035.0,427205,584420,167343,92594,190451,138944,59549,109704,16764,16136,107513,40111,37668,109.76
71,2012-05-29,1227673.0,463265,614381,174447,91211,189051,134839,63193,109158,15733,14045,101393,39787,45241,107.55
72,2012-06-05,1242535.0,479362,622942,189623,96708,197669,124772,67469,104181,18782,18717,91009,37137,43840,98.65
73,2012-06-12,1243060.0,482774,630213,198578,98111,189051,122098,75332,90334,19377,11177,90050,50798,58792,96.59
74,2012-06-19,1208441.0,482584,624214,190839,100600,178780,121740,76095,85515,20238,10550,83935,44810,48752,95.14
75,2012-06-26,1197217.0,488924,641249,209420,95638,160568,118186,80370,77908,17106,12692,77598,47507,51194,90.19
76,2012-07-03,1183435.0,502297,661129,213902,100275,150836,116231,63044,66356,19503,24592,64572,49738,52631,99.89
77,2012-07-10,1180903.0,508921,663213,210664,96599,149670,118875,69755,60750,20975,27574,66505,44543,46837,99.15
78,2012-07-17,1153447.0,488609,662448,210371,95755,144712,122817,53736,66995,17461,26282,60481,42001,43038,104.21
79,2012-07-24,1151277.0,489328,652666,201467,101727,139216,123261,55110,70611,20725,28859,59761,46908,43327,103.57
80,2012-07-31,1172822.0,489922,665532,193741,96522,153565,123354,44682,79347,23090,29543,62640,47163,40991,105.93
81,2012-08-07,1133579.0,448337,620415,194846,103634,148598,127468,44177,76059,25063,30764,68611,44597,41321,112.39
82,2012-08-14,1135381.0,450415,625186,203511,102415,147751,128997,45934,79195,21604,35641,55847,48061,43412,113.9
83,2012-08-21,1120047.0,428521,612585,207707,108814,137126,138308,43860,80880,21726,36870,59824,45955,40088,116.03
84,2012-08-28,1135565.0,446203,616104,207019,114676,141114,142216,48378,77691,17498,40760,55250,48574,41592,112.62
85,2012-09-04,1172075.0,474184,627486,193535,113190,159682,144549,49826,74413,16732,46174,63572,45408,37732,114.98
86,2012-09-11,1194127.0,504183,631938,178578,130057,156775,150846,48075,73707,16884,42972,65232,47922,45371,114.86
87,2012-09-18,1196349.0,490931,592173,169070,150391,160576,150727,50336,84621,13612,46354,71633,55179,40265,113.29
88,2012-09-25,1169940.0,498952,598923,180929,150391,156400,143151,42600,71467,9027,45172,65102,44912,39885,110.77
89,2012-10-02,1157377.0,485761,590539,179845,149887,157619,142953,35189,73876,9310,46899,65006,43007,38362,112.49
90,2012-10-09,1202868.0,518608,634385,183221,142913,151480,147431,41408,74068,10442,46448,74027,43591,38139,114.32
91,2012-10-16,1222242.0,527330,624429,177443,157454,151062,153903,42692,76472,15351,49512,78869,41812,41752,115.0
92,2012-10-23,1219505.0,547639,622558,190588,160600,145230,139461,53037,73158,13464,56157,77410,32555,31355,107.53
93,2012-10-30,1232370.0,547234,637040,200762,158018,147251,137481,50972,74109,11015,52452,88239,26279,24289,109.4
94,2012-11-06,1263466.0,565184,665744,206907,148723,156526,129302,46295,74506,12946,53548,77568,40527,40556,109.27
95,2012-11-13,1272487.0,588245,662237,198917,161398,157196,126033,50125,74270,11509,49826,84887,31430,32548,108.82
96,2012-11-20,1272870.0,574830,668461,203830,166724,152957,134974,40241,84270,12739,51788,78557,30713,29872,110.01
97,2012-11-27,1290690.0,576932,672094,205833,176941,147502,141869,36190,87128,15152,54598,84310,31964,31927,109.33
98,2012-12-04,1281132.0,542974,655405,203668,168305,153571,145977,35810,77772,13988,52281,96742,46440,41246,109.99
99,2012-12-11,1315011.0,571767,678419,210500,158248,158365,133564,40804,97043,15340,54024,88854,39578,39254,107.6
100,2012-12-18,1277613.0,528185,641991,208355,164550,150778,140423,35439,102348,15334,57870,91793,40397,32844,109.96
101,2012-12-24,1311476.0,550759,676142,212333,170175,144771,156990,32502,96058,15279,59272,92814,42472,39742,108.44
102,2012-12-31,1285300.0,520351,667697,212946,165649,141323,167623,30051,93672,16129,62082,94434,38822,30392,110.8
103,2013-01-08,1318295.0,510279,680145,221224,171379,147615,185105,37404,95726,18088,65639,96758,43500,23629,113.03
104,2013-01-15,1352453.0,517421,696372,236465,163903,158698,187800,49707,99898,21111,65454,88537,42523,29884,111.72
105,2013-01-22,1389986.0,534990,731458,237974,163415,154017,196309,48497,110941,25840,62716,92619,37296,26323,112.72
106,2013-01-29,1463703.0,559953,786689,242629,169399,163103,214886,42258,117365,32188,61455,93207,40372,30227,115.22
107,2013-02-05,1484993.0,547637,785089,243936,180370,169149,227332,43440,104161,38460,60959,109727,44591,32098,117.03
108,2013-02-12,1545620.0,584287,810284,243067,178994,180103,223916,41973,116516,36824,65764,126890,34017,25096,117.89
109,2013-02-19,1527458.0,581097,806010,240697,172316,180552,227132,47812,116178,35682,68781,113311,32809,22498,117.04
110,2013-02-26,1522411.0,598219,791347,262632,180728,162744,207178,57743,122629,25591,69093,113560,29858,24567,112.96
111,2013-03-05,1570668.0,661431,858026,278548,173286,157551,184726,59308,125843,23174,61418,109654,29741,25582,110.42
112,2013-03-12,1546800.0,628708,827155,282959,173523,154908,179682,65069,131335,24621,55381,109148,35439,30281,108.48
113,2013-03-19,1468976.0,578442,787424,291301,166619,154697,183136,62008,114372,17251,55374,101583,28194,26899,106.91
114,2013-03-26,1469320.0,560337,795392,302898,156610,144585,189497,62763,111917,18701,61122,108617,32768,28314,107.1
115,2013-04-02,1491814.0,569879,832235,309687,149830,147944,198944,62059,110360,20188,62563,94694,40118,32129,109.66
116,2013-04-09,1511363.0,609186,857749,321465,138746,151403,177176,67811,112771,19546,63178,85693,34123,34012,104.08
117,2013-04-16,1464462.0,558348,809372,331816,135494,147551,168991,66916,117783,19462,63604,89669,30842,34073,97.88
118,2013-04-23,1481941.0,545964,824935,355100,122116,150424,169621,74330,120435,18784,63162,89908,31705,36631,99.25
119,2013-04-30,1572795.0,594408,912330,358181,109118,163564,180440,72241,131097,26042,63127,101009,18054,20309,101.53
120,2013-05-07,1584024.0,588972,930693,362784,103373,168690,180308,57854,136986,25811,63482,90907,29566,32039,105.18
121,2013-05-14,1565396.0,565797,906442,350382,96352,181995,179960,52364,132787,27149,64963,100244,27082,30249,102.7
122,2013-05-21,1534378.0,534729,875734,345148,110583,181217,194614,51449,125330,28479,68749,92289,32572,29027,103.1
123,2013-05-28,1514693.0,516141,861443,341432,113611,174682,209961,50351,125445,28661,70337,85171,33200,33653,103.77
124,2013-06-04,1540730.0,537808,903835,349364,108692,175469,215234,49516,128490,28019,66527,75963,30383,32238,102.04
125,2013-06-11,1531353.0,542368,896009,347524,109427,173243,210860,54553,125734,28470,65407,74158,28996,32822,101.5
126,2013-06-18,1540186.0,536717,915980,342925,113970,166617,231769,49834,123055,26618,65044,77907,34578,27779,105.21
127,2013-06-25,1515803.0,553738,898101,356551,110865,163093,192244,54688,135397,23130,60320,63543,28107,29796,101.51
128,2013-07-02,1558986.0,583170,944255,363390,108417,164474,196157,52011,137692,20915,58197,64321,28867,29619,103.96
129,2013-07-09,1545826.0,550061,930537,355393,110970,155004,217685,49146,135098,26292,64945,68433,37860,31693,107.9
130,2013-07-16,1545272.0,554790,946736,350178,107023,158355,225965,48090,119487,30708,68759,73593,32196,23229,109.29
131,2013-07-23,1539693.0,546435,925925,339262,121821,159438,237401,45356,126511,29115,67165,68134,33397,25343,109.27
132,2013-07-30,1520713.0,549915,915959,340588,124106,157247,236058,51341,118334,23129,69370,62206,33236,22150,107.47
133,2013-08-06,1576403.0,578184,958775,339423,121162,156313,239274,46262,125419,27516,68169,75830,34444,24473,108.77
134,2013-08-13,1563666.0,561252,948890,341182,117415,158203,239335,48622,126994,23183,62198,71442,42075,29902,110.69
135,2013-08-20,1518337.0,520866,911864,322697,125989,166319,252001,48206,118730,29683,61981,65681,42360,19567,110.74
136,2013-08-27,1528597.0,539778,935857,312363,134310,162086,268226,43884,110414,28905,60207,64006,42819,17833,115.21
137,2013-09-03,1532771.0,549375,933099,307260,132029,161698,260811,46575,114871,28452,53147,63029,47275,28323,115.49
138,2013-09-10,1509941.0,551757,914937,306156,130215,153509,253438,50850,114959,25230,58564,58700,46192,28207,112.1
139,2013-09-17,1456140.0,512296,863269,317189,135866,146139,242952,57072,106212,25421,56436,63205,42726,27941,109.05
140,2013-09-24,1486002.0,551558,873665,323764,155550,143450,225345,57474,114154,25377,53344,63528,38826,24837,107.68
141,2013-10-01,1514280.0,582100,888401,321032,156410,149818,219837,59183,114673,18873,51737,64528,43419,29530,107.32
142,2013-10-08,1569399.0,618511,936650,325231,155780,146806,230408,65222,115406,20310,52050,68886,43841,28599,110.56
143,2013-10-15,1535398.0,605327,912181,308873,149977,157666,226666,63694,109333,18494,46921,68070,40969,27556,110.67
144,2013-10-22,1479721.0,531851,848852,323207,139437,149312,234744,81564,108727,19501,48459,70135,42244,33235,109.57
145,2013-10-29,1460661.0,540697,846973,338985,132101,135594,219283,94641,102715,16865,47511,68415,38107,32711,108.04
146,2013-11-05,1461869.0,564199,841656,337260,135798,136196,211223,101018,90120,16632,52684,70137,36102,34260,105.01
147,2013-11-12,1517633.0,622678,886801,335886,122632,152391,192739,103483,85036,12138,47805,83716,33049,35769,106.29
148,2013-11-19,1518289.0,620024,877467,317624,131409,154584,205283,97990,81223,16026,54259,89294,34231,32063,108.29
149,2013-11-26,1546748.0,619833,901305,322067,129733,154303,223234,95266,86109,16651,57117,91162,33389,31753,112.04
150,2013-12-03,1551308.0,626798,878909,289541,129120,175139,224355,94280,87101,16905,58811,92624,38845,35324,113.06
151,2013-12-10,1572940.0,666661,895524,286699,129996,174141,221138,104863,85176,13009,61438,93861,32255,27941,108.91
152,2013-12-17,1499310.0,637214,840961,287819,127443,157637,198952,110504,71238,11265,59530,96128,39057,35869,108.91
153,2013-12-24,1436241.0,594001,815329,281974,130412,153002,212344,88605,64191,14259,73681,81894,34576,29127,111.57
154,2013-12-31,1442907.0,589647,811368,280309,135716,156305,218558,87842,61837,16123,74440,83507,36621,31892,109.95
155,2014-01-07,1444153.0,598331,799672,290817,126788,159037,196336,102998,53670,15095,71436,96289,34578,34263,107.01
156,2014-01-14,1454277.0,598280,801174,301386,118361,160749,186211,103044,67941,13504,72596,91498,34708,38914,107.12
157,2014-01-21,1466531.0,581417,809301,316201,116974,159219,193591,104069,73422,14507,72613,94228,33946,36705,109.17
158,2014-01-28,1476358.0,604050,825786,308979,124839,152280,207109,108766,66059,13261,71154,91055,33565,36419,109.1
159,2014-02-04,1494756.0,623087,829314,311632,132241,158856,203114,116691,53646,14521,69258,96841,33059,37909,107.04
160,2014-02-11,1505087.0,592247,816261,297270,130281,162345,222129,109321,60647,14314,76484,119961,36174,29787,109.21
161,2014-02-18,1502814.0,569185,790380,297783,135929,160243,232067,105586,70879,15139,82587,121470,36048,35740,110.14
162,2014-02-25,1519265.0,566341,808463,288074,129110,166070,244977,99074,80787,17739,83031,117463,37814,35267,109.19
163,2014-03-04,1564830.0,613213,857119,288324,133986,152843,246239,93352,88187,16836,85512,122239,36949,31592,109.17
164,2014-03-11,1551672.0,625606,869934,291551,124723,151926,229970,89806,84237,16159,82172,113589,38634,35285,108.35
165,2014-03-18,1477704.0,579633,823506,283543,122385,153117,218125,77208,92183,17109,76769,96519,37475,36017,106.79
166,2014-03-25,1474992.0,577590,823541,288243,118007,147768,218640,82655,94306,15876,79498,96489,36080,32728,107.01
167,2014-04-01,1509421.0,604591,842973,280732,116759,148035,219151,85565,102425,16703,78158,102685,35099,32821,105.7
168,2014-04-08,1521521.0,609874,871248,290919,113633,153534,220815,80291,97985,18615,78679,92581,37198,33570,105.83
169,2014-04-15,1491344.0,588386,892315,286691,109713,145949,241255,67590,91103,23144,73634,81136,33680,29904,109.1
170,2014-04-22,1497512.0,585544,899865,282669,120969,137344,253996,47425,99671,22523,78999,81187,34578,32052,108.54
171,2014-04-29,1488670.0,589980,905606,274872,120736,133380,254383,47490,92777,20891,77009,83642,38745,28030,109.89
172,2014-05-06,1540545.0,634931,926920,282393,115357,141801,232827,60497,84314,19975,75413,107461,36843,28782,108.3
173,2014-05-13,1553872.0,641293,950211,284483,105039,147550,240156,59850,72858,21331,78670,105058,41143,34636,108.78
174,2014-05-20,1535772.0,603505,941390,284619,99131,142978,254356,49700,78884,27834,88446,107219,36377,28024,110.35
175,2014-05-27,1556101.0,620410,967133,276691,97812,149078,258520,42495,73131,32267,86051,106943,39061,33458,109.81
176,2014-06-03,1577649.0,635596,986341,280753,90523,151676,253764,50215,70944,33038,83301,113844,38034,30805,108.87
177,2014-06-10,1582669.0,626984,986588,283316,84583,148747,257453,53919,74799,30525,78982,119790,41055,35261,109.18
178,2014-06-17,1590022.0,617639,994595,276978,87921,155186,273015,50059,89407,34499,81188,99386,43912,32280,114.02
179,2014-06-24,1653859.0,649667,1036188,274220,94366,162380,289479,49038,96131,37043,84973,98364,46575,32419,113.74
180,2014-07-01,1619559.0,603225,997434,270035,86209,170425,290992,50900,106286,33985,78786,91617,52994,37902,110.84
181,2014-07-08,1583377.0,604058,966983,280957,90864,162007,271986,60025,93637,29231,77672,93998,47503,38191,107.65
182,2014-07-15,1413073.0,503813,834136,293012,88084,146297,237134,73387,65023,30564,78276,98721,38509,29149,104.73
183,2014-07-22,1354585.0,485713,796596,300813,83882,144765,211590,82971,63678,32980,75136,79291,35755,28266,106.48
184,2014-07-29,1330224.0,455579,764375,303272,81873,148479,210223,80008,73070,32019,81549,73320,34262,27550,106.98
185,2014-08-05,1324964.0,450889,731712,295758,81990,146407,207054,100578,74633,30359,71237,87559,32305,30848,102.82
186,2014-08-12,1325400.0,459476,720502,299159,78950,142498,199980,121470,70465,30690,68585,92161,30971,30769,101.68
187,2014-08-19,1319119.0,450018,702395,314533,76994,141609,194773,127442,79945,30849,78622,78328,29064,33784,99.74
188,2014-08-26,1339866.0,445637,711425,314219,64753,144743,198043,129625,92845,32529,78958,80852,30998,36665,100.5
189,2014-09-02,1379981.0,461907,734288,323182,63423,140109,206560,140619,96662,33176,80282,88185,30200,36413,100.21
190,2014-09-09,1409506.0,483182,766696,329022,61388,137745,201762,130589,106266,31024,83477,90904,29601,32441,98.08
191,2014-09-16,1362620.0,438798,736338,345528,60853,134105,201789,132753,106111,27721,81241,79096,29472,32123,97.39
192,2014-09-23,1386254.0,462626,735247,347348,58672,135086,196330,152612,105413,29148,80015,84190,26113,35019,94.87
193,2014-09-30,1447404.0,472552,742753,349032,57651,128698,201307,163923,103594,25757,78509,89303,77161,82973,94.67
194,2014-10-07,1435710.0,456469,745961,359734,51836,144951,204007,160058,101901,27579,76159,94336,46733,60508,90.9
195,2014-10-14,1475374.0,476088,766959,355378,47524,163373,200040,150027,104449,28375,80087,97572,50099,65383,86.36
196,2014-10-21,1458024.0,447264,735020,371935,51933,152427,199194,160723,117259,27681,84620,99260,43004,56782,85.17
197,2014-10-28,1492124.0,462179,758233,377295,46461,151031,201987,160534,130601,26258,90424,104817,37956,50023,85.57
198,2014-11-04,1501447.0,461606,743040,377289,49853,156581,204499,160305,132400,28561,95578,111424,29087,52266,82.12
199,2014-11-11,1439621.0,425163,730254,365571,46341,136807,207758,140426,132111,27219,103363,96164,48828,54155,80.94
200,2014-11-18,1404813.0,410512,710319,366724,49762,129693,206111,146356,126095,29327,100165,88372,47979,54051,77.23
201,2014-11-25,1450114.0,434143,740819,378301,49302,126803,213486,151141,123151,27205,103834,97929,49096,57135,77.62
202,2014-12-02,1527321.0,468456,791336,376189,59989,138614,223265,133149,122516,28366,103458,111725,58190,66534,71.13
203,2014-12-09,1510773.0,439072,750639,370999,68795,144813,230266,134787,126776,28045,108325,123636,47166,53002,66.11
204,2014-12-16,1492374.0,403289,702617,373305,98979,151745,248268,108687,135154,28649,122881,102405,49559,69906,60.26
205,2014-12-23,1498471.0,408357,725643,385115,96694,149174,233373,115911,133493,33658,120433,103628,51673,53495,59.07
206,2014-12-30,1502619.0,417921,734333,384770,102670,145209,237816,118796,123272,37426,121538,111195,45010,45606,55.6
207,2015-01-06,1541583.0,414435,754077,387550,119356,141039,259730,117444,131612,44617,113788,103955,58645,60312,50.12
208,2015-01-13,1654330.0,453688,821802,399434,106175,159069,280499,137748,144010,47262,113964,110093,60275,61469,45.13
209,2015-01-20,1694095.0,465841,831821,429464,103950,170555,280668,152867,136198,48353,131302,113359,49657,54043,46.49
210,2015-01-27,1753084.0,487592,864083,447110,104256,173673,282937,153197,144337,44189,143018,116497,56749,54023,46.55
211,2015-02-03,1837660.0,524126,909219,475010,98063,190484,275747,151248,152646,39084,155799,130247,50316,49954,54.41
212,2015-02-10,1824464.0,520538,931118,495831,102846,174495,278154,125919,141992,29894,159425,133894,49666,54775,55.79
213,2015-02-17,1811430.0,536487,965043,499039,106581,163992,276685,112436,125071,31481,152356,135913,42762,50038,60.78
214,2015-02-24,1819894.0,547692,971766,494536,118489,150195,286279,109339,124745,26226,160136,139080,51141,46144,60.33
215,2015-03-03,1845016.0,574831,993610,490823,126610,140755,297800,109390,114442,27114,165806,145284,53967,49119,61.18
216,2015-03-10,1888353.0,596122,1004323,483259,125140,141057,302061,118329,118400,29360,164236,174191,43903,42677,55.95
217,2015-03-17,1892569.0,603258,1003106,477717,114694,132070,296102,110304,135288,27088,173918,168559,52487,54630,52.17
218,2015-03-24,1909254.0,606930,1034949,489580,113741,129928,295381,102083,132816,27700,167865,173515,53404,54357,53.61
219,2015-03-31,1964341.0,630843,1092540,490227,110113,137173,323949,103723,131304,30677,172090,178046,42122,39352,53.69
220,2015-04-07,1989767.0,651825,1128002,484663,106477,138774,330184,92711,145880,31627,172813,153863,52951,51247,57.55
221,2015-04-14,1989782.0,641548,1160836,465835,100290,156686,342901,77684,126856,30916,163648,156999,68041,46783,57.69
222,2015-04-21,2025465.0,687394,1202194,479455,104233,160304,334882,65288,138193,32372,171154,144185,48680,39914,60.12
223,2015-04-28,1993521.0,644794,1177788,478688,91279,158997,346286,68695,125801,35833,176381,148102,55020,46478,62.61
224,2015-05-05,1964823.0,603241,1150958,478939,92437,167202,345826,54093,111625,41651,173492,154473,61866,60543,65.44
225,2015-05-12,1845418.0,548538,1100827,484786,94668,130432,327501,46657,103268,42741,157681,155846,52306,56039,65.09
226,2015-05-19,1728354.0,484735,997992,489611,91329,122744,294397,51339,101842,42659,160976,143732,48634,58400,63.48
227,2015-05-26,1721978.0,484911,966983,483376,89410,121276,283690,60874,112891,41163,158025,145848,48823,66671,61.65
228,2015-06-02,1806078.0,557077,1032332,481672,80786,121203,267627,60151,118143,39567,155647,162920,57869,74896,63.14
229,2015-06-09,1820804.0,579353,1051921,476844,79384,112824,270024,66561,119191,45846,160032,179217,37505,51674,63.23
230,2015-06-16,1733342.0,532505,987839,469131,72696,102387,267629,72407,110390,48832,170290,168591,33877,48742,60.75
231,2015-06-23,1776527.0,565735,1017400,489556,90228,104329,276171,82409,97003,48798,177477,149603,45332,58078,61.67
232,2015-06-30,1826364.0,588953,1035097,480680,93067,111336,287323,86857,98355,49253,181812,180234,30230,39606,60.31
233,2015-07-07,1850822.0,600156,1043223,475380,77719,131986,298194,90253,102781,42770,184586,153963,45592,66311,54.72
234,2015-07-14,1839732.0,564463,1035143,484835,74374,117867,314325,86812,112165,47253,192622,156594,42230,64155,57.2
235,2015-07-21,1798520.0,553610,1001427,485250,74996,114588,304124,89517,117768,42970,199083,139929,40281,61212,55.94
236,2015-07-28,1845725.0,601133,975921,474562,93403,117736,280152,101462,139063,39787,207471,149732,43560,60937,54.3
237,2015-08-04,1887660.0,627896,967475,480190,96883,117343,271186,121132,140258,38058,212048,166344,46385,66177,49.08
238,2015-08-11,1904318.0,656825,970692,488870,88277,112501,261175,131101,135836,35170,228263,166208,47733,71440,47.33
239,2015-08-18,1875491.0,608935,926926,491837,91124,111025,272076,128700,138719,35461,245984,182928,34510,50085,47.0
